0.122562	0	0	1
0.842947	0	0	2
0.842947	0	0	2
0.621334	0	0	3
0.842559	0	0	4
1.159265	0	0	5
1.073011	0	0	6
1.940442	0	0	7
1.940442	0	0	7
1.940442	0	0	7
1.967343	0	0	8
2.279690	0	0	9
2.279690	0	0	9
1.888954	0	0	10
3.000532	0	0	11
3.601544	0	0	12
3.601544	0	0	12
3.601544	0	0	12
2.399149	0	0	13
2.404378	0	0	14
2.835171	0	0	15
2.709960	0	0	16
3.163726	0	0	17
2.682818	0	0	18
2.937198	0	0	19
3.417556	0	0	20
3.312466	26	0	12
2.683454	25	0	15
2.653820	24	0	17
2.653798	23	29	17
2.653588	30	0	16
2.641501	22	31	16
2.636438	32	0	12
2.623863	21	28	15
2.606021	34	0	12
2.402858	20	0	11
2.272481	19	0	9
2.536132	16	35	12
2.532490	17	33	12
2.554606	18	27	12
2.362425	39	38	12
2.216537	41	40	12
2.187692	42	0	9
2.394655	15	36	11
1.902274	44	0	7
1.830479	14	0	8
2.173853	12	43	9
2.216407	13	37	9
1.967203	47	48	9
1.798847	49	0	7
1.820332	11	46	8
1.596039	51	0	7
1.582202	8	52	7
1.746482	9	50	7
1.762443	10	45	7
1.555663	53	54	7
1.533635	56	55	7
1.024936	57	0	6
0.930965	7	58	6
0.844757	59	0	5
0.825429	6	60	5
0.616162	61	0	3
0.575830	5	0	2
0.585283	4	62	3
0.564952	64	0	2
0.337066	2	65	2
0.297913	3	63	2
0.227415	67	66	2
0.002107	68	0	1
0.001649	1	69	1
0.000000	70	0	0
