1	-0.892486	1.839468
2	-0.633474	1.261807
3	-0.591260	1.664422
4	-0.524483	2.084706
5	-0.459158	1.877490
6	-0.325792	1.853595
7	-0.232614	1.988855
8	-0.184126	1.710164
9	-0.013759	2.689864
10	-0.002043	2.040976
11	0.037132	2.228851
12	0.138664	2.470750
13	0.163606	2.120461
14	0.255626	2.620735
15	0.433343	2.543494
16	0.570400	2.543195
17	0.605876	2.947655
18	0.607264	2.473293
19	0.651363	2.746839
20	0.765327	3.907046
21	0.767054	3.126575
22	0.843159	3.123560
23	1.021298	3.001168
24	1.103527	4.251304
25	1.490664	3.491035
26	1.499935	3.538381
27	1.595060	3.846529
28	1.680654	3.609360
29	2.229953	4.260808
30	2.272566	4.462432
