1	-0.890727	1.638096
2	-0.685785	1.586938
3	-0.540684	2.388691
4	-0.511515	1.895847
5	-0.487528	1.501513
6	-0.423373	1.477930
7	-0.390615	1.554524
8	-0.389900	1.528222
9	-0.264881	1.884571
10	-0.195908	2.444639
11	-0.168909	2.069400
12	-0.088990	2.061562
13	-0.000170	2.014812
14	0.044587	2.072840
15	0.056840	2.846524
16	0.430215	2.256306
17	0.549347	3.172689
18	0.678643	3.017080
19	0.681903	2.569896
20	0.772702	2.846395
21	0.774073	2.856613
22	0.786252	2.648774
23	0.964247	3.120075
24	1.013077	2.949219
25	1.061888	3.208669
26	1.142016	2.954412
27	1.168011	3.172428
28	1.178046	4.178492
29	2.247531	4.453633
30	2.558497	4.447401
