1	-1.467574	3.246400
2	-1.269484	2.704587
3	-1.232717	1.948603
4	-1.052430	2.201940
5	-0.432968	2.583054
6	-0.383292	3.535398
7	-0.286287	2.706475
8	-0.226154	3.081364
9	-0.197008	2.960315
10	0.281069	3.619369
11	0.301800	3.352949
12	0.347347	3.618324
13	0.597155	4.383151
14	0.837918	4.473386
15	0.908561	3.860425
16	0.965423	5.116493
17	1.231453	4.467023
18	1.267076	4.387258
19	1.360225	4.728455
20	1.446050	4.623742
21	1.488606	4.441023
22	1.541854	4.556634
23	1.646895	4.650384
24	2.078283	6.201288
25	2.456276	5.606836
26	3.022775	6.647810
27	3.369495	7.337870
28	3.746392	6.886570
29	3.922632	6.909741
30	4.008010	6.951547
