1	-0.936159	2.248792
2	-0.689525	1.201797
3	-0.530438	1.358767
4	-0.407892	1.744944
5	-0.136548	2.278830
6	-0.034721	3.173506
7	0.040498	1.970015
8	0.085421	1.988191
9	0.121363	2.552412
10	0.164234	2.319285
11	0.171510	2.497854
12	0.174865	2.345489
13	0.202348	2.316682
14	0.213927	3.156203
15	0.285542	2.687482
16	0.293593	2.740900
17	0.337600	2.314202
18	0.357693	2.505670
19	0.368372	3.947447
20	0.387722	3.155111
21	0.530406	2.717980
22	0.549662	2.552251
23	0.565268	2.735716
24	0.612373	2.553443
25	0.659924	2.567806
26	0.676241	2.670734
27	0.690469	2.661626
28	0.699396	2.983453
29	0.732598	2.676162
30	0.738030	2.658915
31	0.753727	4.106818
32	1.067386	3.644348
33	1.097081	3.478521
34	1.113394	3.647666
35	1.221975	3.192492
36	1.239989	3.720815
37	1.289913	3.542700
38	1.296906	3.388739
39	1.354358	4.358954
40	1.515127	3.911169
41	1.532871	3.426957
42	1.558395	3.490856
43	1.572634	3.469895
44	1.702878	4.333706
45	1.736224	4.217937
46	1.930192	3.826989
47	2.056312	4.107202
48	2.171954	4.376480
49	2.175793	4.066040
50	2.401372	4.680797
