1	-1.363289	2.620891
2	-0.972056	1.776911
3	-0.931243	2.705502
4	-0.076640	4.488532
5	0.018072	2.995881
6	0.158843	3.124467
7	0.190769	3.190244
8	0.574652	3.901640
9	0.628157	3.792254
10	0.664149	4.089658
11	0.809646	5.179347
12	0.838637	3.726159
13	0.855047	3.817649
14	0.855799	4.344138
15	0.881114	3.738733
16	0.923377	3.794221
17	0.970070	3.882823
18	0.976479	3.911819
19	1.042804	3.843678
20	1.074740	3.913500
21	1.094795	4.505485
22	1.233095	3.978989
23	1.297661	4.781274
24	1.430780	4.560218
25	1.502942	4.450055
26	1.551255	4.946266
27	1.559805	4.349707
28	1.586555	4.431508
29	1.644252	4.385511
30	1.648533	4.417869
31	1.670056	5.109675
32	1.829518	6.066408
33	1.846858	5.390733
34	2.016457	5.011726
35	2.032834	5.955672
36	2.250834	5.270627
37	2.261107	5.100221
38	2.301882	6.008235
39	2.392155	5.332533
40	2.441673	6.816443
41	2.446561	5.212991
42	2.507476	5.321395
43	2.559839	5.341938
44	2.734377	5.532731
45	2.924681	5.872777
46	2.956131	5.700374
47	3.046957	5.859313
48	3.082642	6.149094
49	3.211548	6.037096
50	3.395933	6.460391
