0.218196	0	0	1
0.218196	0	0	1
0.893546	0	0	2
0.893546	0	0	2
0.893546	0	0	2
0.893546	0	0	2
0.722351	0	0	3
0.722351	0	0	3
1.095283	0	0	4
1.095283	0	0	4
1.666609	0	0	5
1.666609	0	0	5
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
3.652377	0	0	6
2.708808	0	0	7
2.708808	0	0	7
2.727489	0	0	8
2.727489	0	0	8
2.383419	0	0	9
2.383419	0	0	9
2.283977	0	0	10
2.283977	0	0	10
3.995311	0	0	11
3.995311	0	0	11
2.859685	0	0	12
2.859685	0	0	12
2.923820	0	0	13
2.923820	0	0	13
2.734577	0	0	14
2.734577	0	0	14
2.980845	0	0	15
2.980845	0	0	15
2.878473	0	0	16
2.878473	0	0	16
3.075856	0	0	17
3.075856	0	0	17
2.993165	0	0	18
2.993165	0	0	18
2.854306	0	0	19
2.854306	0	0	19
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
6.360882	0	0	20
3.595187	0	0	21
3.595187	0	0	21
3.930659	0	0	22
3.930659	0	0	22
3.574600	0	0	23
3.574600	0	0	23
3.752462	0	0	24
3.752462	0	0	24
3.752462	0	0	24
3.752462	0	0	24
3.486293	0	0	25
3.486293	0	0	25
3.805141	0	0	26
3.805141	0	0	26
4.737223	0	0	27
4.737223	0	0	27
4.280221	0	0	28
4.280221	0	0	28
4.173086	0	0	29
4.173086	0	0	29
4.178295	0	0	30
4.178295	0	0	30
6.492985	0	0	31
6.492985	0	0	31
6.492985	0	0	31
6.492985	0	0	31
6.492985	0	0	31
6.492985	0	0	31
5.112962	0	0	32
5.112962	0	0	32
6.283711	0	0	33
6.283711	0	0	33
6.283711	0	0	33
6.283711	0	0	33
6.283711	0	0	33
6.283711	0	0	33
6.215255	0	0	34
6.215255	0	0	34
6.215255	0	0	34
6.215255	0	0	34
6.036975	0	0	35
6.036975	0	0	35
6.030420	0	0	36
6.030420	0	0	36
6.405942	0	0	37
6.405942	0	0	37
6.405942	0	0	37
6.405942	0	0	37
6.052912	0	0	38
6.052912	0	0	38
5.969540	0	0	39
5.969540	0	0	39
5.917358	0	0	40
5.917358	0	0	40
6.008270	0	0	41
6.008270	0	0	41
6.528336	0	0	42
6.528336	0	0	42
6.233426	0	0	43
6.233426	0	0	43
5.996958	0	0	44
5.996958	0	0	44
7.151143	0	0	45
7.151143	0	0	45
6.055999	0	0	46
6.055999	0	0	46
6.133830	0	0	47
6.133830	0	0	47
6.615983	0	0	48
6.615983	0	0	48
7.051704	0	0	49
7.051704	0	0	49
6.428383	0	0	50
6.428383	0	0	50
6.343095	140	144	48
6.393542	139	143	48
6.064466	134	145	45
5.982974	133	146	45
5.910757	128	132	42
5.880114	127	131	42
5.832576	124	126	40
5.843240	123	125	40
5.805594	122	151	39
5.803629	121	152	39
5.797954	118	153	37
5.730055	115	154	37
5.803626	116	135	37
6.014159	117	136	37
5.792776	157	158	37
5.691595	156	159	37
5.666881	114	120	36
5.671139	113	119	36
5.567372	110	130	34
5.877430	107	129	34
5.849777	108	148	34
5.640355	109	147	34
5.750515	165	164	34
5.600006	166	167	34
5.448444	105	155	33
5.836325	106	150	33
5.313062	169	170	33
5.638186	101	160	33
5.510154	102	149	33
5.994190	103	137	33
5.981428	104	138	33
5.624100	172	174	33
5.585986	175	176	33
5.350079	173	177	33
5.110016	96	100	31
5.545207	97	111	31
6.233588	98	142	31
5.348897	180	181	31
5.108647	179	182	31
5.105810	93	99	31
5.336637	94	112	31
6.209186	95	141	31
5.302394	185	186	31
5.105490	184	187	31
3.725293	86	88	27
3.747421	85	87	27
3.453076	80	84	24
3.427306	77	83	24
3.596793	78	190	24
3.559330	79	189	24
3.451579	194	193	24
3.426577	192	195	24
3.398485	74	90	22
3.596726	73	89	22
3.430611	72	82	21
3.343907	71	81	21
3.214286	66	199	20
3.342026	67	197	20
4.767355	68	183	20
4.723929	69	168	20
5.389568	70	162	20
4.623530	204	203	20
4.462209	206	205	20
3.169377	201	207	20
3.154807	202	208	20
3.269431	57	200	20
3.233287	58	198	20
3.772061	59	91	20
3.750720	60	92	20
5.086098	61	188	20
5.232372	62	178	20
5.232419	63	171	20
5.321039	64	163	20
5.319053	65	161	20
5.261352	218	217	20
4.769835	216	219	20
4.696147	214	220	20
4.154786	215	221	20
3.721702	213	212	20
3.688662	223	222	20
3.215082	211	210	20
3.204754	225	224	20
2.705306	48	50	15
2.704634	47	49	15
2.612214	46	52	14
2.715130	45	51	14
2.336322	44	229	13
2.337686	43	230	13
3.087363	40	76	11
3.349927	39	75	11
2.261199	38	42	10
2.265649	37	41	10
2.200982	36	231	9
2.250107	35	232	9
2.022348	32	235	7
2.213976	31	236	7
1.298258	20	239	6
2.010611	21	33	6
1.100575	22	34	6
1.995453	23	237	6
2.176630	24	234	6
1.559767	25	233	6
2.126682	26	228	6
2.703867	27	54	6
2.638581	28	55	6
2.654474	29	226	6
2.798798	30	209	6
2.663636	248	251	6
2.591054	249	250	6
2.367831	253	252	6
2.114075	245	254	6
2.004931	242	247	6
1.967389	244	256	6
1.940087	257	255	6
1.291604	246	258	6
1.196997	241	259	6
0.893541	243	260	6
1.863431	13	240	6
1.805002	14	238	6
2.602829	15	227	6
2.247493	16	53	6
2.747817	17	56	6
3.134206	18	196	6
3.401410	19	191	6
2.361409	264	267	6
2.227641	266	268	6
2.149129	269	270	6
1.906652	265	271	6
1.554259	263	272	6
1.374954	262	273	6
0.708466	10	12	4
0.705499	9	11	4
0.703570	8	275	3
0.635054	7	276	3
0.272430	4	277	2
0.499730	5	274	2
0.516400	6	261	2
0.348046	280	281	2
0.051511	279	282	2
0.497589	3	278	2
0.016696	1	284	1
0.019180	2	283	1
0.000487	285	286	1
