1	-1.277822	1.507096
2	-1.272783	1.737044
3	-1.263131	1.489891
4	-1.131831	2.182783
5	-0.983715	2.469432
6	-0.950420	3.663796
7	-0.934541	2.226586
8	-0.903479	3.675969
9	-0.797536	3.608846
10	-0.796706	2.077593
11	-0.790877	1.947424
12	-0.780647	1.892941
13	-0.719611	2.015705
14	-0.624282	2.034735
15	-0.596720	2.220632
16	-0.573385	1.991585
17	-0.485927	2.221475
18	-0.422394	3.425468
19	-0.397554	2.672365
20	-0.344703	2.388335
21	-0.300416	2.795292
22	-0.169320	2.815950
23	-0.130398	2.771206
24	-0.115058	2.691435
25	-0.078850	2.555177
26	0.009195	2.765184
27	0.020557	2.611425
28	0.046072	3.297494
29	0.047363	3.185504
30	0.078483	3.077974
31	0.120061	2.683815
32	0.151421	2.826675
33	0.187190	3.984002
34	0.203149	3.148448
35	0.299720	2.926458
36	0.302538	3.440325
37	0.341282	2.982732
38	0.377440	3.326583
39	0.425005	2.988368
40	0.437327	3.042504
41	0.450683	3.026327
42	0.461126	3.020970
43	0.512876	3.368332
44	0.615702	3.518103
45	0.649919	3.230849
46	0.939342	3.806006
47	1.300231	6.389110
48	1.474846	5.360756
49	1.500276	4.195006
50	2.240376	5.465843
