1	-1.106410	1.707037
2	-0.975246	3.232978
3	-0.674631	2.045414
4	-0.544989	2.054775
5	-0.322681	2.338227
6	-0.314581	2.115365
7	-0.255260	2.348861
8	-0.247431	2.240452
9	-0.212857	2.070769
10	-0.179680	2.618236
11	-0.047305	2.201424
12	-0.033648	2.483465
13	0.074952	2.416195
14	0.086709	2.308126
15	0.279216	3.266493
16	0.739935	3.781868
17	0.957675	3.218763
18	0.961071	4.245364
19	1.269848	3.566719
20	1.883374	4.939932
21	1.936293	4.308096
22	2.032254	4.618366
23	2.226924	5.164489
24	2.320082	4.871565
25	2.405308	4.885234
26	2.419783	5.532051
27	2.426406	4.937796
28	2.595940	5.081051
29	2.664053	4.879209
30	2.701458	5.167736
