1	-0.911008	0.996937
2	-0.846293	2.012348
3	-0.641299	1.269052
4	-0.394364	2.055974
5	-0.329779	1.887102
6	-0.001060	2.273870
7	0.030325	2.406820
8	0.085748	2.094974
9	0.213587	2.797631
10	0.249649	2.402476
11	0.526513	2.992846
12	0.599498	2.818427
13	0.676237	2.798518
14	0.732059	3.391209
15	0.739425	2.611966
16	0.829762	2.803507
17	0.864827	3.674339
18	0.899041	2.941372
19	1.737258	3.882088
20	1.842304	3.720555
21	1.942215	4.377968
22	1.992892	3.939007
23	2.076539	4.375253
24	2.168177	4.283904
25	2.173490	4.420872
26	2.351555	4.326033
27	2.361753	4.283321
28	2.428608	4.502485
29	2.460824	4.289153
30	2.537299	4.555039
