1	-2.078326	2.229908
2	-1.964644	2.625651
3	-1.952538	2.408175
4	-1.703812	2.621958
5	-1.585384	2.844021
6	-1.565977	3.344513
7	-1.387411	3.516923
8	-1.275284	5.925664
9	-1.145240	3.453021
10	-1.112307	3.297864
11	-0.672464	4.010905
12	0.492771	5.810563
13	0.635302	5.029464
14	0.708184	4.882224
15	0.723780	5.286853
16	0.859630	5.346134
17	0.973745	5.645599
18	1.188031	5.474923
19	1.404560	6.594799
20	1.593672	6.278148
21	1.599096	5.966459
22	1.618664	7.019146
23	1.660285	5.857074
24	2.041499	6.362900
25	2.142423	7.179103
26	2.158180	7.362479
27	2.237433	6.778573
28	2.452495	7.146380
29	2.778670	7.511045
30	2.817156	7.343787
31	2.824624	7.701205
32	2.829804	7.029183
33	2.834471	7.840986
34	2.859187	7.198008
35	3.183999	7.767447
36	3.329619	8.048942
37	3.403511	7.856806
38	3.490227	8.454165
39	3.564731	7.851140
40	3.983465	8.350272
41	4.168210	8.971727
42	4.242535	8.946440
43	4.275584	8.907059
44	4.496534	9.208477
45	4.517782	10.391629
46	4.743641	9.800631
47	5.039864	9.579981
48	5.250737	9.661844
49	5.488139	9.807160
50	5.553551	9.795829
