1	-1.898145	3.180923
2	-1.559712	2.780884
3	-1.206534	2.650335
4	-1.048275	4.024322
5	-0.989791	2.806788
6	-0.882299	3.159269
7	-0.355411	3.854986
8	-0.206914	4.018862
9	-0.187365	3.872077
10	0.202190	4.592364
11	0.263345	4.523977
12	0.683834	4.857461
13	0.735670	4.688631
14	0.834219	4.934667
15	0.908071	5.240878
16	0.911894	5.793394
17	1.027785	4.882494
18	1.040255	4.975675
19	1.095735	6.251492
20	1.153561	5.001938
21	1.206494	5.666071
22	1.265097	5.500591
23	1.330029	5.600343
24	1.436659	5.322216
25	1.462831	5.537076
26	1.588293	5.450998
27	1.592977	5.971425
28	1.624351	5.600798
29	1.646291	5.605352
30	1.666072	5.508819
31	1.700160	6.655248
32	1.726596	6.256961
33	1.751629	6.583516
34	1.978613	5.893422
35	2.047052	6.372917
36	2.150490	6.016345
37	2.349810	7.465540
38	2.416703	6.984998
39	2.650832	7.107234
40	2.956579	7.060025
41	3.629118	8.181300
42	4.180685	8.333790
43	4.257921	8.167947
44	4.373113	8.958426
45	4.384224	8.346827
46	4.973707	9.490727
47	5.028240	9.359966
48	5.272836	9.167558
49	5.423692	9.223068
50	5.591004	9.390618
