1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
1.906776	0	0	1
0.534725	0	0	2
0.534725	0	0	2
0.751174	0	0	3
0.751174	0	0	3
2.053276	0	0	4
2.053276	0	0	4
1.948151	0	0	5
1.948151	0	0	5
2.637933	0	0	6
2.637933	0	0	6
2.637933	0	0	6
2.637933	0	0	6
2.338930	0	0	7
2.338930	0	0	7
2.290800	0	0	8
2.290800	0	0	8
2.230368	0	0	9
2.230368	0	0	9
2.487670	0	0	10
2.487670	0	0	10
2.375383	30	0	6
2.375383	29	0	6
2.180387	28	0	8
2.180387	27	0	8
2.175561	26	33	8
2.001480	35	0	7
2.167215	25	34	8
2.001480	37	0	7
1.981285	24	36	7
1.924798	39	0	6
1.930060	23	38	7
1.924798	41	0	6
1.906829	21	40	6
2.107021	22	32	6
1.895320	43	44	6
1.875956	45	0	1
1.907204	19	42	6
2.334686	20	31	6
1.894037	47	48	6
1.875956	49	0	1
1.721646	18	0	1
1.721646	17	0	1
1.342453	16	0	1
1.342453	15	0	1
0.487156	14	0	1
0.487156	13	0	1
0.485439	12	0	1
0.485439	11	0	1
0.421986	1	58	1
0.198054	2	57	1
0.378540	3	56	1
0.291129	4	55	1
1.274523	5	54	1
0.893724	6	53	1
1.375822	7	52	1
1.693288	8	51	1
1.675811	9	50	1
1.846933	10	46	1
1.667719	67	68	1
1.564427	66	69	1
1.142540	63	70	1
0.634146	64	71	1
0.306680	59	72	1
0.233250	65	73	1
0.186316	60	62	1
0.157299	75	61	1
0.144480	76	74	1
0.000000	77	0	0
